央视频道,#genre#
广东卫视,https://i.smart-chat.net/iptv.php?id=200700&num=1
广东卫视,https://i.smart-chat.net/iptv.php?id=200700&num=2
广东卫视,https://i.smart-chat.net/iptv.php?id=200700&num=3
深圳卫视,https://i.smart-chat.net/iptv.php?id=200800&num=1
深圳卫视,https://i.smart-chat.net/iptv.php?id=200800&num=2
深圳卫视,https://i.smart-chat.net/iptv.php?id=200800&num=3
辽宁卫视,https://i.smart-chat.net/iptv.php?id=200900&num=1
辽宁卫视,https://i.smart-chat.net/iptv.php?id=200900&num=2
辽宁卫视,https://i.smart-chat.net/iptv.php?id=200900&num=3
海南卫视,https://i.smart-chat.net/iptv.php?id=201000&num=1
海南卫视,https://i.smart-chat.net/iptv.php?id=201000&num=2
海南卫视,https://i.smart-chat.net/iptv.php?id=201000&num=3
山东卫视,https://i.smart-chat.net/iptv.php?id=201100&num=1
山东卫视,https://i.smart-chat.net/iptv.php?id=201100&num=2
山东卫视,https://i.smart-chat.net/iptv.php?id=201100&num=3
天津卫视,https://i.smart-chat.net/iptv.php?id=201200&num=1
天津卫视,https://i.smart-chat.net/iptv.php?id=201200&num=2
天津卫视,https://i.smart-chat.net/iptv.php?id=201200&num=3
重庆卫视,https://i.smart-chat.net/iptv.php?id=201300&num=1
重庆卫视,https://i.smart-chat.net/iptv.php?id=201300&num=2
重庆卫视,https://i.smart-chat.net/iptv.php?id=201300&num=3
东南卫视,https://i.smart-chat.net/iptv.php?id=201400&num=1
东南卫视,https://i.smart-chat.net/iptv.php?id=201400&num=2
东南卫视,https://i.smart-chat.net/iptv.php?id=201400&num=3
甘肃卫视,https://i.smart-chat.net/iptv.php?id=201500&num=1
甘肃卫视,https://i.smart-chat.net/iptv.php?id=201500&num=2
甘肃卫视,https://i.smart-chat.net/iptv.php?id=201500&num=3
广西卫视,https://i.smart-chat.net/iptv.php?id=201600&num=1
广西卫视,https://i.smart-chat.net/iptv.php?id=201600&num=2
广西卫视,https://i.smart-chat.net/iptv.php?id=201600&num=3
贵州卫视,https://i.smart-chat.net/iptv.php?id=201700&num=1
贵州卫视,https://i.smart-chat.net/iptv.php?id=201700&num=2
贵州卫视,https://i.smart-chat.net/iptv.php?id=201700&num=3
河北卫视,https://i.smart-chat.net/iptv.php?id=201800&num=1
河北卫视,https://i.smart-chat.net/iptv.php?id=201800&num=2
河北卫视,https://i.smart-chat.net/iptv.php?id=201800&num=3
黑龙江卫视,https://i.smart-chat.net/iptv.php?id=201900&num=1
黑龙江卫视,https://i.smart-chat.net/iptv.php?id=201900&num=2
黑龙江卫视,https://i.smart-chat.net/iptv.php?id=201900&num=3
河南卫视,https://i.smart-chat.net/iptv.php?id=202000&num=1
河南卫视,https://i.smart-chat.net/iptv.php?id=202000&num=2
河南卫视,https://i.smart-chat.net/iptv.php?id=202000&num=3
湖北卫视,https://i.smart-chat.net/iptv.php?id=202100&num=1
湖北卫视,https://i.smart-chat.net/iptv.php?id=202100&num=2
湖北卫视,https://i.smart-chat.net/iptv.php?id=202100&num=3
江西卫视,https://i.smart-chat.net/iptv.php?id=202200&num=1
江西卫视,https://i.smart-chat.net/iptv.php?id=202200&num=2
江西卫视,https://i.smart-chat.net/iptv.php?id=202200&num=3
吉林卫视,https://i.smart-chat.net/iptv.php?id=202300&num=1
吉林卫视,https://i.smart-chat.net/iptv.php?id=202300&num=2
吉林卫视,https://i.smart-chat.net/iptv.php?id=202300&num=3
内蒙古卫视,https://i.smart-chat.net/iptv.php?id=202400&num=1
内蒙古卫视,https://i.smart-chat.net/iptv.php?id=202400&num=2
内蒙古卫视,https://i.smart-chat.net/iptv.php?id=202400&num=3
宁夏卫视,https://i.smart-chat.net/iptv.php?id=202500&num=1
宁夏卫视,https://i.smart-chat.net/iptv.php?id=202500&num=2
宁夏卫视,https://i.smart-chat.net/iptv.php?id=202500&num=3
山西卫视,https://i.smart-chat.net/iptv.php?id=202600&num=1
山西卫视,https://i.smart-chat.net/iptv.php?id=202600&num=2
山西卫视,https://i.smart-chat.net/iptv.php?id=202600&num=3
陕西卫视,https://i.smart-chat.net/iptv.php?id=202700&num=1
陕西卫视,https://i.smart-chat.net/iptv.php?id=202700&num=2
陕西卫视,https://i.smart-chat.net/iptv.php?id=202700&num=3
四川卫视,https://i.smart-chat.net/iptv.php?id=202800&num=1
四川卫视,https://i.smart-chat.net/iptv.php?id=202800&num=2
四川卫视,https://i.smart-chat.net/iptv.php?id=202800&num=3
云南卫视,https://i.smart-chat.net/iptv.php?id=203000&num=1
云南卫视,https://i.smart-chat.net/iptv.php?id=203000&num=2
云南卫视,https://i.smart-chat.net/iptv.php?id=203000&num=3
青海卫视,https://i.smart-chat.net/iptv.php?id=203200&num=1
青海卫视,https://i.smart-chat.net/iptv.php?id=203200&num=2
青海卫视,https://i.smart-chat.net/iptv.php?id=203200&num=3
卡酷动画,https://i.smart-chat.net/iptv.php?id=203800&num=1
卡酷动画,https://i.smart-chat.net/iptv.php?id=203800&num=2
卡酷动画,https://i.smart-chat.net/iptv.php?id=203800&num=3
金鹰卡通,https://i.smart-chat.net/iptv.php?id=203820&num=1
金鹰卡通,https://i.smart-chat.net/iptv.php?id=203820&num=2
金鹰卡通,https://i.smart-chat.net/iptv.php?id=203820&num=3
影视频道,#genre#
教育频道,#genre#
中国教育1,https://i.smart-chat.net/iptv.php?id=400100&num=1
中国教育1,https://i.smart-chat.net/iptv.php?id=400100&num=2
中国教育1,https://i.smart-chat.net/iptv.php?id=400100&num=3
国际频道,#genre#
CGTN,https://i.smart-chat.net/iptv.php?id=400200&num=1
CGTN,https://i.smart-chat.net/iptv.php?id=400200&num=2
CGTN,https://i.smart-chat.net/iptv.php?id=400200&num=3
数字频道,#genre#
梨园频道,https://i.smart-chat.net/iptv.php?id=400900&num=1
梨园频道,https://i.smart-chat.net/iptv.php?id=400900&num=2
梨园频道,https://i.smart-chat.net/iptv.php?id=400900&num=3
生活时尚,https://i.smart-chat.net/iptv.php?id=401100&num=1
生活时尚,https://i.smart-chat.net/iptv.php?id=401100&num=2
生活时尚,https://i.smart-chat.net/iptv.php?id=401100&num=3
欢笑剧场,https://i.smart-chat.net/iptv.php?id=401500&num=1
欢笑剧场,https://i.smart-chat.net/iptv.php?id=401500&num=2
欢笑剧场,https://i.smart-chat.net/iptv.php?id=401500&num=3
茶频道,https://i.smart-chat.net/iptv.php?id=403400&num=1
茶频道,https://i.smart-chat.net/iptv.php?id=403400&num=2
茶频道,https://i.smart-chat.net/iptv.php?id=403400&num=3
武术世界,https://i.smart-chat.net/iptv.php?id=403500&num=1
武术世界,https://i.smart-chat.net/iptv.php?id=403500&num=2
武术世界,https://i.smart-chat.net/iptv.php?id=403500&num=3
快乐垂钓,https://i.smart-chat.net/iptv.php?id=404200&num=1
快乐垂钓,https://i.smart-chat.net/iptv.php?id=404200&num=2
快乐垂钓,https://i.smart-chat.net/iptv.php?id=404200&num=3
游戏风云,https://i.smart-chat.net/iptv.php?id=406100&num=1
游戏风云,https://i.smart-chat.net/iptv.php?id=406100&num=2
游戏风云,https://i.smart-chat.net/iptv.php?id=406100&num=3
港澳频道,#genre#
凤凰中文,https://i.smart-chat.net/iptv.php?id=500100&num=1
凤凰中文,https://i.smart-chat.net/iptv.php?id=500100&num=2
凤凰中文,https://i.smart-chat.net/iptv.php?id=500100&num=3
电影频道,#genre#
CHC家庭影院,https://i.smart-chat.net/iptv.php?id=600100&num=1
CHC家庭影院,https://i.smart-chat.net/iptv.php?id=600100&num=2
CHC家庭影院,https://i.smart-chat.net/iptv.php?id=600100&num=3
CHC动作电影,https://i.smart-chat.net/iptv.php?id=600200&num=1
CHC动作电影,https://i.smart-chat.net/iptv.php?id=600200&num=2
CHC动作电影,https://i.smart-chat.net/iptv.php?id=600200&num=3
CHC高清电影,https://i.smart-chat.net/iptv.php?id=600300&num=1
CHC高清电影,https://i.smart-chat.net/iptv.php?id=600300&num=2
CHC高清电影,https://i.smart-chat.net/iptv.php?id=600300&num=3
更新日期,#genre#
2024年02月19日,http://liveop.cctv.cn/hls/CCTV28bee868714f04ea2af79947bb9b46fc3H/playlist.m3u8
